YEAR;CULTURAL_SPACE_NAME;WEBSITE;TYPE;PRIMARY_USE;ADDRESS;LOCAL_AREA;OWNERSHIP;SQUARE_FEET;NUMBER_OF_SEATS;ACTIVE_SPACE;Geom;geo_point_2d
2015;Art Emporium;http://www.theartemporium.ca;Museum/Gallery;Museum/Gallery;2928 Granville St, Vancouver, BC, V6H 3J7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1383072, 49.2593906], ""type"": ""Point""}";49.2593906, -123.1383072
2015;Ayden Gallery;www.aydengallery.com?;Museum/Gallery;Museum/Gallery;88 W Pender St, Vancouver, BC, V6B 6N9;Downtown;Privately Owned;4100;;Yes;"{""coordinates"": [-123.1071802, 49.2809655], ""type"": ""Point""}";49.2809655, -123.1071802
2015;Chali-Rosso Gallery;www.chalirosso.com;Museum/Gallery;Museum/Gallery;2250 Granville St, Vancouver, BC, V6H 4H7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1384021, 49.2657529], ""type"": ""Point""}";49.2657529, -123.1384021
2015;Hot Art Wet City;http://hotartwetcity.com/;Museum/Gallery;Museum/Gallery;2206 Main St, Vancouver, BC, V5T 3C7;Mount Pleasant;Privately Owned;1036;50;Yes;"{""coordinates"": [-123.1007282, 49.2653981], ""type"": ""Point""}";49.2653981, -123.1007282
2017;BMO Theatre Centre - Workshop;;Studio/Rehearsal;Workshop;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;;;Yes;"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}";49.2702275, -123.108535
2017;Chinese Cultural Centre Museum and Archives;;Museum/Gallery;Museum/Gallery;555 Columbia St, Vancouver, BC, V6A 4H5;Downtown;City of Vancouver;;;Yes;"{""coordinates"": [-123.102448, 49.279894], ""type"": ""Point""}";49.279894, -123.102448
2017;Stanley Park Nature House;http://stanleyparkecology.ca/education/nature-house/;Museum/Gallery;Museum/Gallery;Stanley Park, Vancouver, BC;Stanley Park;Vancouver Park Board/COV;500;;Yes;"{""coordinates"": [-123.137914, 49.294408], ""type"": ""Point""}";49.294408, -123.137914
2017;Trench Gallery;www.trenchgallery.com;Museum/Gallery;Museum/Gallery;148 Alexander St, Vancouver, BC, V6A 1B5;Downtown;Privately Owned;1000;;Yes;"{""coordinates"": [-123.1010921, 49.2839469], ""type"": ""Point""}";49.2839469, -123.1010921
2017;Wil Aballe Art Projects;http://www.waapart.com/;Museum/Gallery;Museum/Gallery;688 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;;;Yes;"{""coordinates"": [-123.0757838, 49.2794145], ""type"": ""Point""}";49.2794145, -123.0757838
2016;Audain Gallery;https://www.sfu.ca/galleries/audain-gallery.html;Museum/Gallery;Museum/Gallery;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;;Yes;"{""coordinates"": [-123.108715, 49.282395], ""type"": ""Point""}";49.282395, -123.108715
2016;Contemporary Art Gallery;www.contemporaryartgallery.ca?;Museum/Gallery;Museum/Gallery;555 Nelson St, Vancouver, BC, V6B 6R5;Downtown;Privately Owned;5000;;Yes;"{""coordinates"": [-123.121183, 49.278238], ""type"": ""Point""}";49.278238, -123.121183
2016;Doctor Vigari Gallery;www.doctorvigarigallery.com;Museum/Gallery;Museum/Gallery;1816 Commercial Dr, Vancouver, BC, V5N 4A3;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0692806, 49.2683622], ""type"": ""Point""}";49.2683622, -123.0692806
2016;Hatch Art Gallery;http://www.ams.ubc.ca/nest/arts-and-attractions/art-gallery/;Museum/Gallery;Museum/Gallery;6133 University Blvd, Vancouver, BC, V6T 1Z1;UBC;Non-Profit;12500;;Yes;"{""coordinates"": [-123.249913, 49.266025], ""type"": ""Point""}";49.266025, -123.249913
2016;Jennifer Kostuik Gallery;www.kostuikgallery.com?;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1211143, 49.2766268], ""type"": ""Point""}";49.2766268, -123.1211143
2016;Rennie Collection at Wing Sang;;Museum/Gallery;Museum/Gallery;51 E Pender St, Vancouver, BC, V6A 1S9;Downtown;Privately Owned;20000;;Yes;"{""coordinates"": [-123.1031317, 49.2806995], ""type"": ""Point""}";49.2806995, -123.1031317
2016;Satellite Gallery;www.satellitegallery.ca;Museum/Gallery;Museum/Gallery;560 Seymour St, Vancouver, BC, V6B 3J5;Downtown;Privately Owned;3500;;Yes;"{""coordinates"": [-123.114585, 49.283183], ""type"": ""Point""}";49.283183, -123.114585
2016;Unit/Pitt Projects;www.helenpittgallery.org;Museum/Gallery;Museum/Gallery;236 E Pender St, Vancouver, BC, V6A 1T7;Strathcona;Privately Owned;759;;Yes;"{""coordinates"": [-123.098813, 49.280103], ""type"": ""Point""}";49.280103, -123.098813
2016;Western Front - Gallery;www.front.bc.ca?;Museum/Gallery;Museum/Gallery;303 E 8th Av, Vancouver, BC, V5T 1S1;Mount Pleasant;Privately Owned;3110;;Yes;"{""coordinates"": [-123.098654, 49.263916], ""type"": ""Point""}";49.263916, -123.098654
2015;Ceperley Meadow;;Community Space;Plaza/Park/Band Shell;Stanley Park, Vancouver, BC;Stanley Park;City of Vancouver;5558;;Yes;"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}";49.293772, -123.148518
2015;Coastal Peoples Fine Arts Gallery Gastown;http://www.coastalpeoples.com;Museum/Gallery;Museum/Gallery;312 Water St, Vancouver, BC, V6B 1B6;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.109198, 49.2843539], ""type"": ""Point""}";49.2843539, -123.109198
2015;Djavad Mowafaghian Cinema;http://www.sfu.ca/mecs/facilities/goldcorp-centre-for-the-arts/meeting-rooms/djavadmowafaghian.html;Theatre/Performance;Cinema;149 W Hastings St, Vancouver, BC, V6B 1H4;Downtown;Other;;350;Yes;"{""coordinates"": [-123.108528, 49.282364], ""type"": ""Point""}";49.282364, -123.108528
2015;FIELD Contemporary;www.field-contemporary.com;Museum/Gallery;Museum/Gallery;17 W Broadway, Vancouver, BC, V5Y 1P1;Mount Pleasant;Privately Owned;800;;Yes;"{""coordinates"": [-123.1058083, 49.2630895], ""type"": ""Point""}";49.2630895, -123.1058083
2015;Gam Gallery;http://gamgallery.com/contact/;Museum/Gallery;Museum/Gallery;110 E Hastings St, Vancouver, BC, V6N 1N4;Downtown;Privately Owned;2000;;Yes;"{""coordinates"": [-123.101858, 49.2813343], ""type"": ""Point""}";49.2813343, -123.101858
2015;Harrison Galleries;www.harrisongalleries.com;Museum/Gallery;Museum/Gallery;901 Homer St, Vancouver, BC, V6B 2W6;Downtown;Privately Owned;4500;;Yes;"{""coordinates"": [-123.1184779, 49.2784569], ""type"": ""Point""}";49.2784569, -123.1184779
2015;James Tan Gallery;http://www.jamestan.com/home.htm;Museum/Gallery;Museum/Gallery;437 Columbia St, Vancouver, BC, V6A 2R9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1023067, 49.2810853], ""type"": ""Point""}";49.2810853, -123.1023067
2015;Labyrinth Gallery;http://labyrinthgallery.org/;Museum/Gallery;Museum/Gallery;112 E Hastings St, Vancouver, BC, V6A 4J1;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1017894, 49.2810651], ""type"": ""Point""}";49.2810651, -123.1017894
2015;Lattimer Gallery;www.lattimergallery.com?;Museum/Gallery;Museum/Gallery;1590 W 2nd Av, Vancouver, BC, V6J 1H2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1406592, 49.2696829], ""type"": ""Point""}";49.2696829, -123.1406592
2015;Lumbermen's Arch;;Community Space;Plaza/Park/Band Shell;Stanley Park, Vancouver, BC;Stanley Park;City of Vancouver;66120;;Yes;"{""coordinates"": [-123.131707, 49.302981], ""type"": ""Point""}";49.302981, -123.131707
2015;Oppenheimer Park;;Community Space;Plaza/Park/Band Shell;Vancouver, BC;Strathcona;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}";49.282643, -123.094341
2015;Stanley Park Nature House;http://stanleyparkecology.ca/education/nature-house/;Museum/Gallery;Museum/Gallery;Stanley Park, Vancouver, BC;Stanley Park;Vancouver Park Board/COV;500;;Yes;"{""coordinates"": [-123.137914, 49.294408], ""type"": ""Point""}";49.294408, -123.137914
2015;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""coordinates"": [-123.1151119, 49.2804357], ""type"": ""Point""}";49.2804357, -123.1151119
2015;Wil Aballe Art Projects;http://www.waapart.com/;Museum/Gallery;Museum/Gallery;1356 Frances St, Vancouver, BC, V5L 1Y9;Grandview-Woodland;Privately Owned;;;Yes;"{""coordinates"": [-123.0757838, 49.2794145], ""type"": ""Point""}";49.2794145, -123.0757838
2014;Art Club/Bard On Beach Production Centre Theatre;;Studio/Rehearsal;Workshop;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;;;Yes;"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}";49.2702275, -123.108535
2014;Centre A, Centre For Contemporary Asian Art;http://centrea.org;Museum/Gallery;Museum/Gallery;229 E Georgia St, Vancouver, BC, V6A 1Z6;Strathcona;Privately Owned;1500;;Yes;"{""coordinates"": [-123.098671, 49.278676], ""type"": ""Point""}";49.278676, -123.098671
2014;Ceperley Meadow;;Community Space;Plaza/Park/Band Shell;, Vancouver, BC,;;City of Vancouver;5558;;Yes;"{""coordinates"": [-123.148518, 49.293772], ""type"": ""Point""}";49.293772, -123.148518
2014;Charles H. Scott Gallery;www.chscott.ecuad.ca?;Museum/Gallery;Museum/Gallery;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;;;Yes;"{""coordinates"": [-123.132876, 49.270485], ""type"": ""Point""}";49.270485, -123.132876
2014;Inuit Gallery of Vancouver;www.inuit.com;Museum/Gallery;Museum/Gallery;206 Cambie St, Vancouver, BC, V6B 2M9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1088083, 49.2842455], ""type"": ""Point""}";49.2842455, -123.1088083
2014;Peter Kiss Gallery;www.peterkiss.com;Museum/Gallery;Museum/Gallery;1327 Railspur Alley, Vancouver, BC, V6H 4G9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1337947, 49.2701374], ""type"": ""Point""}";49.2701374, -123.1337947
2014;Vanier Park;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;228194;;Yes;"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}";49.276777, -123.146124
2020;Granville Island;;Community Space;Plaza/Park/Band Shell;1661 Duranleau St, Vancouver, BC, V6H 3S3;Fairview;Government;;;Yes;"{""coordinates"": [-123.134845, 49.269463], ""type"": ""Point""}";49.269463, -123.134845
2020;H.R. Macmillan Space Centre and Observatory/Museum of Vancouver;www.museumofvancouver.ca?,www.spacecentre.cagms;Museum/Gallery;Museum/Gallery;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;78000;;Yes;"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}";49.276261, -123.144436
2020;Hastings Mill Store Museum;www.hastings-mill-museum.ca?;Museum/Gallery;Museum/Gallery;1575 Alma St, Vancouver, BC, V6R 3P3;West Point Grey;City of Vancouver;2000;;Yes;"{""coordinates"": [-123.185988, 49.272817], ""type"": ""Point""}";49.272817, -123.185988
2020;Peter Kiss Gallery;www.peterkiss.com;Museum/Gallery;Museum/Gallery;1327 Railspur Alley, Vancouver, BC, V6H 4G9;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1337947, 49.2701374], ""type"": ""Point""}";49.2701374, -123.1337947
2020;Z Gallery Arts;https://zgalleryarts.com/;Museum/Gallery;Museum/Gallery;102-1688 W 1st Av, Vancouver, BC, V6J 1G1;Kitsilano;Privately Owned;;;Yes;"{""coordinates"": [-123.142708, 49.270579], ""type"": ""Point""}";49.270579, -123.142708
2017;15th Field Artillery Regiment Museum and Archives;www.memorybc.ca/museum-of-15th-field-artillery-regiment;Museum/Gallery;Museum/Gallery;2025 W 11th Av, Vancouver, BC, V6J 2C7;Kitsilano;Privately Owned;;;Yes;"{""coordinates"": [-123.151123, 49.261938], ""type"": ""Point""}";49.261938, -123.151123
2017;Architectural Institute of BC Gallery;www.aibc.ca;Museum/Gallery;Museum/Gallery;440 Cambie St, Vancouver, BC, V6B 2N5;Downtown;Non-Profit;250;;Yes;"{""coordinates"": [-123.1095005, 49.2817199], ""type"": ""Point""}";49.2817199, -123.1095005
2017;Art Works Gallery;http://artworksbc.com/;Museum/Gallery;Museum/Gallery;225 Smithe St, Vancouver, BC, V6B 4X7;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1165781, 49.2775077], ""type"": ""Point""}";49.2775077, -123.1165781
2017;Canadian Music Centre (BC Region);http://www.musiccentre.ca/regions/british-columbia?field_event_region_value_many_to_one=3;Museum/Gallery;Library/Archives;837 Davie St, Vancouver, BC, V6Z 1B7;Downtown;Privately Owned;2680;;Yes;"{""coordinates"": [-123.127484, 49.278055], ""type"": ""Point""}";49.278055, -123.127484
2017;Elissa Cristall Galleries;http://cristallgallery.com;Museum/Gallery;Museum/Gallery;2239 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1385822, 49.2655257], ""type"": ""Point""}";49.2655257, -123.1385822
2017;Gallery of BC Ceramics;http://www.bcpotters.com/Gallery/index.php;Museum/Gallery;Museum/Gallery;1359 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Non-Profit;1505;;Yes;"{""coordinates"": [-123.134283, 49.270046], ""type"": ""Point""}";49.270046, -123.134283
2017;H.R. Macmillan Space Centre;http://www.spacecentre.ca/;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;16275;;Yes;"{""coordinates"": [-123.144299, 49.276361], ""type"": ""Point""}";49.276361, -123.144299
2017;Harrison Galleries;www.harrisongalleries.com;Museum/Gallery;Museum/Gallery;901 Homer St, Vancouver, BC, V6B 2W6;Downtown;Privately Owned;4500;;Yes;"{""coordinates"": [-123.1184779, 49.2784569], ""type"": ""Point""}";49.2784569, -123.1184779
2017;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}";49.2654685, -123.1389124
2017;Oppenheimer Park;;Community Space;Plaza/Park/Band Shell;400 Powell St, Vancouver, BC, V6A 1G6;Strathcona;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.094341, 49.282643], ""type"": ""Point""}";49.282643, -123.094341
2017;Or Gallery;www.orgallery.org?;Museum/Gallery;Museum/Gallery;555 Hamilton St, Vancouver, BC, V6B 2R1;Downtown;Privately Owned;2043;;Yes;"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}";49.281406, -123.112094
2017;Pendulum Gallery;www.pendulumgallery.bc.ca?;Museum/Gallery;Museum/Gallery;885 W Georgia St, Vancouver, BC, V6C 3E8;Downtown;Privately Owned;3000;;Yes;"{""coordinates"": [-123.119963, 49.283709], ""type"": ""Point""}";49.283709, -123.119963
2017;Vancouver Art Gallery Offsite;http://www.vanartgallery.bc.ca/the_exhibitions/public_art.html;Museum/Gallery;Museum/Gallery;1100 W Georgia St, Vancouver, BC, V6E 0A8;West End;City of Vancouver;34033;;Yes;"{""coordinates"": [-123.124298, 49.286205], ""type"": ""Point""}";49.286205, -123.124298
2017;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}";49.277465, -123.147587
2017;Winsor Gallery;www.winsorgallery.com;Museum/Gallery;Museum/Gallery;258 E 1st Ave, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}";49.2689553, -123.0984496
2016;Back Gallery Project;http://www.backgalleryproject.com/;Museum/Gallery;Museum/Gallery;602 E Hastings St, Vancouver, BC, V6A 1R1;Strathcona;Privately Owned;900;;Yes;"{""coordinates"": [-123.0913998, 49.2811369], ""type"": ""Point""}";49.2811369, -123.0913998
2016;Bloedel Conservatory;http://vancouver.ca/parks-recreation-culture/bloedel-conservatory.aspx;Museum/Gallery;Garden/Aquarium/Science Centre;4600 Cambie St, Vancouver, BC, V5Y 2M5;Riley Park;Vancouver Park Board/COV;19600;;Yes;"{""coordinates"": [-123.113759, 49.242077], ""type"": ""Point""}";49.242077, -123.113759
2016;Charles H. Scott Gallery;www.chscott.ecuad.ca?;Museum/Gallery;Museum/Gallery;1399 Johnston St, Vancouver, BC, V6H 2R9;Fairview;Government;;;Yes;"{""coordinates"": [-123.132876, 49.270485], ""type"": ""Point""}";49.270485, -123.132876
2016;Granville Island Gallery;www.granvilleislandgallery.com?;Museum/Gallery;Museum/Gallery;1494 Old Bridge St, Vancouver, BC, V6H 3S6;Fairview;Government;;;Yes;"{""coordinates"": [-123.134769, 49.270213], ""type"": ""Point""}";49.270213, -123.134769
2016;Haywood Bandstand;;Community Space;Plaza/Park/Band Shell;1755 Beach Av, Vancouver, BC,;West End;Vancouver Park Board/COV;;;Yes;"{""coordinates"": [-123.141944, 49.285278], ""type"": ""Point""}";49.285278, -123.141944
2016;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}";49.2654685, -123.1389124
2016;New Leaf Editions;www.newleafeditions.com?;Studio/Rehearsal;Workshop;1370 Cartwright St, Vancouver, BC, V6H 3R7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.134665, 49.269841], ""type"": ""Point""}";49.269841, -123.134665
2016;On Main Gallery;www.onmaingallery.com?;Museum/Gallery;Museum/Gallery;200 E 20th Av, Vancouver, BC, V5V 1M1;Riley Park;Privately Owned;;;Yes;"{""coordinates"": [-123.10056, 49.252773], ""type"": ""Point""}";49.252773, -123.10056
2016;Pacific Cinematheque;http://www.thecinematheque.caabout;Theatre/Performance;Cinema;1131 Howe St, Vancouver, BC, V6Z 2L7;Downtown;City of Vancouver;4698;194;Yes;"{""coordinates"": [-123.12627, 49.278552], ""type"": ""Point""}";49.278552, -123.12627
2016;Plaza of Nations;www.plazaofnations.com?;Community Space;Plaza/Park/Band Shell;750 Pacific Blvd, Vancouver, BC, V6B 5E7;Downtown;Privately Owned;140000;;Yes;"{""coordinates"": [-123.110068, 49.276031], ""type"": ""Point""}";49.276031, -123.110068
2016;Vancouver Maritime Museum;www.vancouvermaritimemuseum.com;Museum/Gallery;Museum/Gallery;1905 Ogden Av, Vancouver, BC, V6J 1A3;Kitsilano;City of Vancouver;26215;;Yes;"{""coordinates"": [-123.147587, 49.277465], ""type"": ""Point""}";49.277465, -123.147587
2016;Vancouver Public Library;www.vpl.ca;Museum/Gallery;Library/Archives;350 W Georgia St, Vancouver, BC, V6B 6B1;Downtown;City of Vancouver;12000;;Yes;"{""coordinates"": [-123.1151119, 49.2804357], ""type"": ""Point""}";49.2804357, -123.1151119
2016;Vanier Park;;Community Space;Plaza/Park/Band Shell;1000 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;228194;;Yes;"{""coordinates"": [-123.146124, 49.276777], ""type"": ""Point""}";49.276777, -123.146124
2015;AHVA Gallery;http://gallery.ahva.ubc.ca/about/;Museum/Gallery;Museum/Gallery;6398 University Blvd, Vancouver, BC,;UBC;Other;1990;;Yes;"{""coordinates"": [-123.2549451, 49.2639124], ""type"": ""Point""}";49.2639124, -123.2549451
2015;Bill Reid Gallery;www.billreidgallery.ca;Museum/Gallery;Museum/Gallery;639 Hornby St, Vancouver, BC, V6C 2G3;Downtown;Privately Owned;9000;;Yes;"{""coordinates"": [-123.119819, 49.284308], ""type"": ""Point""}";49.284308, -123.119819
2015;BMO Theatre Centre - Workshop;;Studio/Rehearsal;Workshop;162 W 1st Av, Vancouver, BC, V5Y 1A4;Mount Pleasant;City of Vancouver;;;Yes;"{""coordinates"": [-123.108535, 49.2702275], ""type"": ""Point""}";49.2702275, -123.108535
2015;Crafthouse Gallery;www.craftcouncilbc.ca;Museum/Gallery;Museum/Gallery;1386 Cartwright St, Vancouver, BC, V6H 3R8;Fairview;Government;1200;;Yes;"{""coordinates"": [-123.13479, 49.269837], ""type"": ""Point""}";49.269837, -123.13479
2015;David Lam Park;;Community Space;Plaza/Park/Band Shell;1300 Pacific Blvd, Vancouver, BC, V6Z 2V1;Downtown;City of Vancouver;467154;;Yes;"{""coordinates"": [-123.1241736, 49.2724252], ""type"": ""Point""}";49.2724252, -123.1241736
2015;Douglas Udell Gallery;www.douglasudellgallery.com?;Museum/Gallery;Museum/Gallery;1558 W 6th Av, Vancouver, BC, V6J 1R2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1399725, 49.2661804], ""type"": ""Point""}";49.2661804, -123.1399725
2015;Dundarave Print Workshop & Gallery;www.dundaraveprintworkshop.com;Museum/Gallery;Museum/Gallery;1640 Johnston St, Vancouver, BC, V6H 3S2;Fairview;Privately Owned;230;;Yes;"{""coordinates"": [-123.1353489, 49.2721848], ""type"": ""Point""}";49.2721848, -123.1353489
2015;Eagle Spirit Gallery;www.eaglespiritgallery.com;Museum/Gallery;Museum/Gallery;1803 Maritime Mews, Vancouver, BC, V6H 3W7;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.136077, 49.2710507], ""type"": ""Point""}";49.2710507, -123.136077
2015;GMS Observatory;http://www.spacecentre.ca/gms;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;2811;;Yes;"{""coordinates"": [-123.144436, 49.276261], ""type"": ""Point""}";49.276261, -123.144436
2015;Great Northern Way Scene Shop;www.gnwshop.ca?;Studio/Rehearsal;Workshop;281 Industrial, Vancouver, BC, V5A 2P2;Strathcona;City of Vancouver;;;Yes;"{""coordinates"": [-123.098432, 49.270087], ""type"": ""Point""}";49.270087, -123.098432
2015;Jennifer Kostuik Gallery;www.kostuikgallery.com?;Museum/Gallery;Museum/Gallery;1070 Homer St, Vancouver, BC, V6B 2W9;Downtown;Privately Owned;;;Yes;"{""coordinates"": [-123.1211143, 49.2766268], ""type"": ""Point""}";49.2766268, -123.1211143
2015;MakerLabs;www.makerlabs.ca;Studio/Rehearsal;Workshop;780 E Cordova St, Vancouver, BC, V6A1M3;Strathcona;Privately Owned;26000;300;Yes;"{""coordinates"": [-123.087695, 49.2818014], ""type"": ""Point""}";49.2818014, -123.087695
2015;Queen Elizabeth Theatre Plaza;;Community Space;Plaza/Park/Band Shell;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;23690;;Yes;"{""coordinates"": [-123.113393, 49.27994], ""type"": ""Point""}";49.27994, -123.113393
2015;Vancouver Access Artist Run Centre;www.accessgallery.ca;Museum/Gallery;Museum/Gallery;222 E Georgia St, Vancouver, BC, V6A 1Z7;Strathcona;Privately Owned;1020;;Yes;"{""coordinates"": [-123.098757, 49.278453], ""type"": ""Point""}";49.278453, -123.098757
2015;Vancouver Holocaust Education Centre;www.vhec.org?;Museum/Gallery;Museum/Gallery;950 W 41st Av, Vancouver, BC, V5Z 2N7;Oakridge;Privately Owned;;;Yes;"{""coordinates"": [-123.126013, 49.233442], ""type"": ""Point""}";49.233442, -123.126013
2015;Winsor Gallery;www.winsorgallery.com;Museum/Gallery;Museum/Gallery;258 E 1st Ave, Vancouver, BC, V5T 1A6;Strathcona;Privately Owned;6000;;Yes;"{""coordinates"": [-123.0984496, 49.2689553], ""type"": ""Point""}";49.2689553, -123.0984496
2014;BC Sports Hall of Fame Museum;www.bcsportshalloffame.com;Museum/Gallery;Museum/Gallery;777 Pacific Blvd S, Vancouver, BC, V6B 4Y8;Downtown;Government;15000;;Yes;"{""coordinates"": [-123.110438, 49.27619], ""type"": ""Point""}";49.27619, -123.110438
2014;Canadian Music Centre (Bc Region);http://www.musiccentre.ca/regions/british-columbia?field_event_region_value_many_to_one=3;Museum/Gallery;Library/Archives;837 Davie St, Vancouver, BC, V6Z 1B7;Downtown;Privately Owned;2680;;Yes;"{""coordinates"": [-123.127484, 49.278055], ""type"": ""Point""}";49.278055, -123.127484
2014;Federation Gallery;http://artists.ca/federation_gallery;Museum/Gallery;Museum/Gallery;1241 Cartwright St, Vancouver, BC, V6H 4B7;Fairview;Privately Owned;1200;;Yes;"{""coordinates"": [-123.13225, 49.269582], ""type"": ""Point""}";49.269582, -123.13225
2014;Granville Island Gallery;www.granvilleislandgallery.com?;Museum/Gallery;Museum/Gallery;1494 Old Bridge St, Vancouver, BC, V6H 3S6;Fairview;Government;;;Yes;"{""coordinates"": [-123.134769, 49.270213], ""type"": ""Point""}";49.270213, -123.134769
2014;H.R. Macmillan Space Centre;http://www.spacecentre.ca/;Museum/Gallery;Garden/Aquarium/Science Centre;1100 Chestnut St, Vancouver, BC, V6J 3J9;Kitsilano;City of Vancouver;;;Yes;"{""coordinates"": [-123.144299, 49.276361], ""type"": ""Point""}";49.276361, -123.144299
2014;Heffel Gallery Ltd;www.heffel.com;Museum/Gallery;Museum/Gallery;2247 Granville St, Vancouver, BC, V6H 3G1;Fairview;Privately Owned;7500;;Yes;"{""coordinates"": [-123.1389124, 49.2654685], ""type"": ""Point""}";49.2654685, -123.1389124
2014;John Hendry Park (Trout Lake);;Community Space;Plaza/Park/Band Shell;3300 Victoria Dr, Vancouver, BC, V5N 4L9;Kensington-Cedar Cottage;Park Board/COV;160565;;Yes;"{""coordinates"": [-123.06391, 49.25716], ""type"": ""Point""}";49.25716, -123.06391
2014;Lattimer Gallery;www.lattimergallery.com?;Museum/Gallery;Museum/Gallery;1590 W 2nd Av, Vancouver, BC, V6J 1H2;Fairview;Privately Owned;;;Yes;"{""coordinates"": [-123.1406592, 49.2696829], ""type"": ""Point""}";49.2696829, -123.1406592
2014;MakerLabs;www.makerlabs.ca;Studio/Rehearsal;Workshop;221 E 10th Av, Vancouver, BC,;Mount Pleasant;Privately Owned;9500;;Yes;"{""coordinates"": [-123.0997391, 49.2623075], ""type"": ""Point""}";49.2623075, -123.0997391
2014;Or Gallery;www.orgallery.org?;Museum/Gallery;Museum/Gallery;555 Hamilton St, Vancouver, BC, V6B 2R1;Downtown;Privately Owned;2043;;Yes;"{""coordinates"": [-123.112094, 49.281406], ""type"": ""Point""}";49.281406, -123.112094
2014;Pacific Cinematheque;http://www.thecinematheque.caabout;Theatre/Performance;Cinema;1131 Howe St, Vancouver, BC, V6Z 2L7;Downtown;City of Vancouver;4698;194;Yes;"{""coordinates"": [-123.12627, 49.278552], ""type"": ""Point""}";49.278552, -123.12627
2014;Queen Elizabeth Theatre Plaza;;Community Space;Plaza/Park/Band Shell;650 Hamilton St, Vancouver, BC, V6B 5N6;Downtown;City of Vancouver;23692;;Yes;"{""coordinates"": [-123.113393, 49.27994], ""type"": ""Point""}";49.27994, -123.113393
